task_id,image_id,phrase
2400435__3818225,2400435,edge
2400435__408713,2400435,wooden door
2400452__1158789_1158789,2400452,waiting people
2400452__1158804,2400452,black suv
2400463__408539,2400463,brown bat
2400463__408542,2400463,player wearing helmet
2400463__408544,2400463,black belt
2400463__408543,2400463,gloves
2400463__408545,2400463,white pants
2400466__1158678,2400466,short-sleeve shirt
2400466__1158688_1158688,2400466,lifted foot
2400466__1158687_1158687,2400466,green fence
2400466__1158667,2400466,person
2400476__408504,2400476,head
2400476__408495,2400476,feeding mother
2400476__408496,2400476,white bib
2400476__408515,2400476,orange edge
2400494__1158299,2400494,long object
2400494__1158294_1158294,2400494,young child
2400494__1158288,2400494,orange shirt
2400494__1158298,2400494,wall
2400494__1158289,2400494,green seat
2400517__4287578,2400517,building
2400517__4287636,2400517,compact car
2400517__4287586,2400517,white lettering
2400517__4287627,2400517,white shirt
2400517__4385380,2400517,boy riding a skateboard
2400527__408160,2400527,boulder in foreground
2400527__408176,2400527,tan rocks
2400527__408146_408145,2400527,thatched roof
2400527__408149,2400527,large brown boulder
2400532__1157838,2400532,square bolt
2400532__1157837,2400532,word
2400532__1157832,2400532,taxi
2400532__1157834,2400532,parked suv
2400532__1157849,2400532,windshield
2400543__1157664,2400543,orange flame
2400543__1157674,2400543,white wall
2400543__1157681,2400543,dark hair
2400543__1157677,2400543,man preparing food
2400547__1157577,2400547,black wires
2400547__1157571,2400547,large tv
2400547__1157567,2400547,standing man
2400547__1157575,2400547,white rail
2400547__1157578,2400547,computer
2400568__3817920,2400568,green wall
2400568__3817919,2400568,white tennis racket
2400568__3817925,2400568,shadow of jumping man
2400568__1157277,2400568,green shorts
2400568__3817928,2400568,man
2400572__1157169,2400572,mother with cow
2400572__1157190,2400572,back legs
2400572__1157172,2400572,grassy hill
2400572__1157170,2400572,green fence
2400576__407836,2400576,hair on tail
2400576__407809,2400576,dirt ground
2400584__1157046,2400584,shining lights
2400584__1157045,2400584,clock
2400584__1157053,2400584,black numbers
2400584__1157049,2400584,tip
2400584__1157043,2400584,gold tower
2400594__1156839_1156839,2400594,black helmet
2400594__1156840,2400594,person wearing helmet
2400594__1156842,2400594,front tire
2400594__1156847,2400594,bridge in background
2400594__1156852,2400594,plants are beside road
2400616__407326,2400616,paired windows
2400616__407343,2400616,back
2400616__407331,2400616,tracks
2400616__407341,2400616,red lights
2400617__407287,2400617,ceramic plate
2400617__407288,2400617,knife near plate
2400617__407284,2400617,glass mug
2400635__1156446,2400635,big buildings
2400635__1156441,2400635,rusty tracks
2400652__1156336,2400652,ceiling
2400652__1156311,2400652,talking man
2400652__1156316,2400652,white table
2400652__1156315,2400652,glass on table
2400652__1156332,2400652,black coat
2400652__1156343,2400652,red wall
2400656__660521,2400656,brown ground
2400656__660524,2400656,blue pants
2400656__660520,2400656,wrecked motorcycle
2400656__660518,2400656,brown shoe
2400656__660517,2400656,injured person
2400670__1156108,2400670,glowing light
2400670__1156105,2400670,black buttons
2400670__1156099,2400670,on screen
2400670__1156097,2400670,thick cell phone
2400670__1156098,2400670,human hand
2400670__1156110,2400670,red buttons
2400684__4285157,2400684,white package
2400684__4285149,2400684,bundled objects
2400684__4018009,2400684,dvd case
2400684__4285141,2400684,magazine
2400684__4285133,2400684,red case
2400684__4285146,2400684,red holder
2400685__406713,2400685,plaid pillow
2400685__406719,2400685,man wearing shorts
2400685__406739,2400685,wood floor
2400685__406712,2400685,small couch
2400685__406737,2400685,crossed legs
2400685__406707,2400685,man has leg
2400688__1155922_1155922,2400688,shadow by man
2400688__1155916,2400688,tin building
2400688__1155910,2400688,green ramp
2400688__1155925_1155925,2400688,wooden rail
2400693__406655,2400693,brownish trees
2400693__406668,2400693,shadow in snow
2400693__406651,2400693,bla person
2400693__406657,2400693,uphill path
2400693__406666,2400693,cloudy sky
2400698__1155831,2400698,pink kite
2400698__1155823,2400698,air
2400698__1155828,2400698,here people
2400698__1155832,2400698,solid sky
2400710__1155698,2400710,here tree
2400710__1155688,2400710,writing
2400710__1155686,2400710,street
2400710__1155701,2400710,white flag
2400710__1155697,2400710,barred door
2400710__1155693,2400710,grey car
2400736__406104,2400736,brown dresser
2400736__406108,2400736,brown table
2400736__406106,2400736,white pillows
2400736__406103,2400736,small bed
2400737__4284011,2400737,chocolate frosted donuts
2400737__4284012,2400737,row of donuts
2400737__4008067,2400737,rainbow sprinkles
2400737__4283979,2400737,glazed doughnut
2400737__4284004,2400737,cake donut
2400737__4284019,2400737,edge
2400741__1155476,2400741,thin clouds
2400741__1155477,2400741,grey sky
2400741__3817797_3817800,2400741,beach
2400741__1155478,2400741,calm water
2400741__3817798,2400741,sunset reflecting waves
2400766__1155283,2400766,back
2400766__1155272,2400766,train car next to train car
2400766__1155270,2400766,tan train
2400780__405481,2400780,head
2400780__405472,2400780,brown goat
2400780__405471,2400780,standing sheep
2400780__405475,2400780,sheep in a row
2400780__405476,2400780,row
2400804__1154874,2400804,head
2400804__1154883,2400804,face
2400804__1154877,2400804,white pillow
2400804__1154876,2400804,bright light
2400804__1154872,2400804,brown glasses
2400817__405170,2400817,little head
2400821__1154660,2400821,up toilet seat
2400821__1154667_1154667,2400821,corrugated floor
2400821__1154661,2400821,white paper
2400821__1154667,2400821,checkered floor
2400832__405054,2400832,nose supporting glasses
2400832__405048_405048,2400832,white blinds
2400832__405044,2400832,grey shirt
2400835__4282579,2400835,bunch buildings
2400835__4282508_4282546,2400835,plane
2400838__4282461,2400838,building
2400838__3993239,2400838,grounded airplane
2400838__4198184,2400838,windows
2400838__4282423,2400838,airplane equipment on runway
2400838__4282471,2400838,tail
2400843__1154441,2400843,boiled egg
2400843__1154438_1154438,2400843,rectangular plate
2400843__1154442,2400843,hoagie bun
2400843__1154444,2400843,beer bottle
2400851__660378,2400851,trunk of elephant
2400851__3817709,2400851,walking elephant
2400851__660374,2400851,large elephant
2400851__660376,2400851,green leave
2400851__660382,2400851,ground
2400872__1154103,2400872,left arm
2400872__1154108_1154108,2400872,black pants
2400872__1154116,2400872,wall near person
2400872__1154110,2400872,blue shirt
2400872__1154095,2400872,tripping man
2400903__1153778,2400903,smiling woman
2400904__4281334,2400904,pair jeans
2400904__4281356,2400904,woman has hair
2400904__4281288,2400904,pizza on paper
2400904__4281324,2400904,eating people
2400930__404147,2400930,green legs
2400930__404135,2400930,red jacket
2400930__404138,2400930,bench on boat
2400930__404137,2400930,grey shorts
2400930__404132,2400930,boy leaning down
2400930__404130,2400930,green deck
2400937__404053_404053,2400937,brown hair
2400937__404039,2400937,pink top
2400937__404045,2400937,silver couch
2400940__404014,2400940,window in train
2400940__404013,2400940,red bench
2400940__404017,2400940,brown pole
2400940__404020,2400940,orange gowns
2400945__1153401,2400945,wooden sign
2400945__1153411,2400945,gold vest
2400945__1153403,2400945,green backpack
2400945__1153423,2400945,person
2400945__1153395,2400945,brown coat
2400945__1153397,2400945,hat
2400987__1152900,2400987,green tree
2400987__1152897,2400987,black horse
2400987__1152909,2400987,tall tree
2400987__1152908,2400987,green bush
2400995__403453,2400995,black speaker
2400995__403450,2400995,white shirt
2400995__403434,2400995,jacket
2400995__403428,2400995,white towel
2401008__1152672,2401008,bouquet
2401008__1152693,2401008,cream border
2401008__1152683,2401008,shadow of plate
2401008__1152669,2401008,cake
2401008__1152678,2401008,tray
2401011__4279849,2401011,green grass
2401011__4279843,2401011,green trees
2401011__4279847,2401011,cloudy sky
2401011__4279864,2401011,background trees
2401026__1152475,2401026,building
2401026__1152470,2401026,black jeans
2401026__1152450,2401026,wooden skateboard
2401026__1152449,2401026,skateboarding boy
2401026__1152473,2401026,white tiles
2401026__1152458,2401026,blonde woman
2401036__403013,2401036,black board
2401036__403037,2401036,white brick in wall
2401036__403025,2401036,brick wall
2401036__403012,2401036,apples on chalkboard
2401036__403042,2401036,gray sleeve
2401036__403043,2401036,carton in front of sign
2401042__1152239,2401042,shadow on ground
2401042__1152255,2401042,stone wall
2401042__1152251,2401042,stomach on bull
2401042__1152245,2401042,red building
2401056__4279097,2401056,people riding motorcycle
2401056__4279093,2401056,big bus
2401056__4279100,2401056,black backpack
2401056__4128492,2401056,bike
2401056__4279098,2401056,motorcycle
2401072__660103,2401072,glass
2401072__660088,2401072,brown donut
2401072__660102,2401072,donut behind glass
2401072__660093,2401072,black writing
2401072__660096,2401072,wooden counter
2401082__402598,2401082,arm of woman
2401082__402587,2401082,black pants
2401082__402591,2401082,background
2401082__402614,2401082,feet
2401082__402605,2401082,curb
2401082__402597,2401082,pink shirt
2401084__659983,2401084,black van
2401084__659968,2401084,white snow
2401084__659987,2401084,cleared pathway
2401084__659989,2401084,tree
2401084__660002,2401084,sidewalk
2401086__402567,2401086,baby giraffe
2401086__402559,2401086,ground
2401094__1151698,2401094,grey court
2401094__1151688,2401094,large net
2401094__3817475,2401094,tennis player
2401094__3817469,2401094,tennis court
2401094__1151692,2401094,yellow text
2401099__402452,2401099,paired shoes
2401099__402464,2401099,brown hair
2401099__402450,2401099,little girl
2401099__402453,2401099,blue shirt
2401099__402470,2401099,dark legs
2401099__402468,2401099,strings on racket
2401101__1151623,2401101,large clouds
2401101__3817466,2401101,white sign
2401101__1151624,2401101,dark building
2401105__4278549,2401105,couch pillow
2401105__4278558,2401105,edge chair
2401105__4278529,2401105,cat with grey and black stripes
2401105__4278554,2401105,his paws
2401109__659915,2401109,pink sky
2401109__659917,2401109,tall clock
2401111__1151587,2401111,black rack
2401111__1151590,2401111,close man
2401111__1151593,2401111,red building
2401115__1151570,2401115,cheesy pizza
2401115__1151571,2401115,clear cup
2401115__3817456,2401115,red wine
2401115__3817459,2401115,tray
2401126__1151470,2401126,shadow on ground
2401126__3817451,2401126,male man
2401126__1151459,2401126,blue shorts
2401126__1151456,2401126,yellow racket
2401126__1151460,2401126,blue shirt
2401126__3817450,2401126,ground
2401164__1150897,2401164,pond
2401171__1150816,2401171,multi-colored bus
2401171__1150818,2401171,old car
2401171__1150833,2401171,tire on car
2401171__1150832,2401171,window
2401171__1150830,2401171,under construction building
2401171__3817432,2401171,road
2401176__401857,2401176,tree has a trunk
2401176__401843,2401176,red cap
2401176__401837,2401176,bicycle has a wheel
2401176__401863,2401176,window in building
2401176__401849,2401176,large wheel
2401176__401841,2401176,yellow taxi cab
2401177__401821,2401177,yellow sun
2401177__401822,2401177,surfer with board
2401221__1150121,2401221,leg
2401221__1150099,2401221,man wears white shirt
2401221__1150119,2401221,white fence
2401221__1150100,2401221,black shorts
2401225__4276563,2401225,blurred person
2401225__4276606,2401225,man's head
2401225__4276596,2401225,bright white circle
2401225__4276528,2401225,blurred man
2401225__4276582,2401225,dark haired man
2401225__4276593,2401225,man's face
2401273__401194,2401273,plastic wheel
2401273__401191,2401273,stopped skateboard
2401273__401197,2401273,light brown dog
2401273__401211,2401273,tan wall
2401273__401210,2401273,brown wood
2401275__401179,2401275,barrier
2401275__401166,2401275,man wearing black
2401275__401173,2401275,blue court
2401275__401172,2401275,white lines
2401275__401167,2401275,a group people
2401292__1149300,2401292,train with car
2401292__1149290,2401292,traffic car
2401292__1149298,2401292,clear sky
2401292__1149297,2401292,green vegetation
2401292__1149303,2401292,road where car
2401297__400918,2401297,blue sky
2401297__400913,2401297,rippling water
2401298__1149223,2401298,white stripes
2401298__1149222,2401298,blue luggage
2401298__1149241,2401298,metal on luggage
2401298__1149230_1149231,2401298,weeds are near luggage
2401323__1149013,2401323,metal pipe
2401323__1149010,2401323,grooved seat
2401323__1149009,2401323,white toilet
2401323__1149018,2401323,bowl on toilet
2401341__1148868_1148868,2401341,green grass
2401341__1148845,2401341,light blue bus
2401341__1148852,2401341,passenger windows
2401341__1148865,2401341,white stripe
2401341__1148869,2401341,trees in background
2401343__400391,2401343,distant castle
2401343__400390,2401343,beautiful houses
2401343__400394,2401343,small boats
2401343__400382,2401343,large boat
2401349__1148770,2401349,tan rug
2401349__1148757,2401349,dozing cat
2401349__1148767,2401349,patterned carpet
2401349__1148758,2401349,black laptop
2401349__1148760,2401349,blue bag
2401350__1148741,2401350,red sleeve
2401350__1148734,2401350,white cord
2401350__1148735,2401350,orange shirt
2401361__400189_400180,2401361,building
2401361__400170,2401361,corner of building
2401361__400159,2401361,farmer's market
2401363__1148518,2401363,on screen
2401363__1148516,2401363,tan sweater
2401363__1148507,2401363,blue phone
2401363__1148513,2401363,pointed shoes
2401363__1148512,2401363,lined hands
2401381__1148337,2401381,purple flower
2401381__1148334,2401381,blue backpack
2401381__1148333,2401381,white wall
2401381__1148332,2401381,silver television
2401381__1148339,2401381,orange pillow on back of couch
2401389__1148240,2401389,tennis shoes
2401389__3817318,2401389,tennis player
2401389__1148231,2401389,tennis court
2401389__1148233,2401389,behind shadow
2401397__4274383,2401397,plate
2401397__4274399,2401397,slice bread
2401397__4274417,2401397,meal contains salad
2401397__4274431,2401397,cloth on table
2401397__4274396,2401397,dish
2401397__4274441,2401397,green lettuce
2401417__399605,2401417,black floor
2401417__399614,2401417,white toilet lid
2401417__399616,2401417,divider for urinal
2401417__399608,2401417,white urinal
2401417__399601,2401417,metallic bar
2401422__1147947,2401422,pond
2401426__4274078,2401426,white t-shirt
2401426__4274113,2401426,white tshirt
2401426__4274095,2401426,oven doors
2401426__4274054,2401426,silver pan
2401441__399336,2401441,black motorcycle
2401441__399332,2401441,green plant
2401441__399339,2401441,gray car
2401441__399340,2401441,parked vehicle
2401441__399338_399338,2401441,black seat
2401448__1147774,2401448,blue plane
2401448__1147796,2401448,tail
2401486__398871,2401486,crowd of people
2401486__398868,2401486,large motorbike
2401486__398879_398879,2401486,cream building
2401486__398900,2401486,big wheel
2401486__398882,2401486,trees
2401487__398848,2401487,white plate
2401487__398846_398846,2401487,smiling lady
2401487__398847,2401487,silver fork
2401487__398857_398857,2401487,silver bowl
2401525__1146913,2401525,white paper
2401525__1146915,2401525,yello line
2401538__1146780,2401538,people
2401538__1146774,2401538,dirty window
2401538__3817213,2401538,person
2401538__1146761,2401538,empty seat
2401559__1146613_1146613,2401559,uniform has design
2401559__1146615_1146615,2401559,red pole
2401559__1146609,2401559,back
2401559__1146593,2401559,white slope
2401580__398097,2401580,white vehicle
2401580__3817186,2401580,red fire truck
2401580__3817170,2401580,white stripe
2401580__398084,2401580,tire
2401580__398090,2401580,orange cones
2401580__3817187,2401580,woman wearing coat
2401582__1146354,2401582,grey stone
2401582__1146369,2401582,head
2401582__1146361,2401582,bride bear
2401582__1146359,2401582,clay heart
2401582__1146358,2401582,dark brown ribbon
2401582__1146364,2401582,smilling bear
2401588__397921,2401588,large umbrella
2401588__397950_397950,2401588,sidewalk
2401588__397937,2401588,here tree
2401595__397827,2401595,wall
2401595__397823,2401595,curved staircase
2401595__397822,2401595,tall building
2401595__397818,2401595,protruding post
2401595__397834,2401595,gas lamp
2401623__1145927,2401623,black engine
2401623__1145951,2401623,train not on tracks
2401623__1145946,2401623,display trains
2401623__1145937,2401623,cloud in sky
2401627__1145895,2401627,brown pole
2401627__1145898,2401627,blue hose
2401627__1145893,2401627,white snowboard
2401629__3817067,2401629,background
2401629__1145871,2401629,still bird
2401641__397400,2401641,green tree
2401641__397411,2401641,grey jacket
2401641__397396,2401641,man wearing red
2401641__397416,2401641,woman wearing jacket
2401641__397393,2401641,skier wearing yellow
2401654__397253,2401654,wall
2401654__397238,2401654,here ground
2401654__397246,2401654,here shade
2401654__397245,2401654,green court
2401654__397261,2401654,blue seats
2401667__659311,2401667,white tissue
2401667__659322,2401667,holder
2401667__659309,2401667,edge
2401667__659313,2401667,part
2401667__659297,2401667,white tiles
2401667__659301,2401667,white sign
2401682__1145436,2401682,steep rocks
2401682__1145446,2401682,green grass
2401682__1145435,2401682,moss on rocks
2401693__1145240,2401693,white seat
2401693__1145241_1145241,2401693,black wall
2401693__1145255,2401693,bathroom
2401693__1145247,2401693,white bowl
2401702__396746,2401702,white line
2401702__396755,2401702,blue shirt
2401702__396741,2401702,playing man
2401702__396756,2401702,umpire behind man
2401702__396760,2401702,grass on top of dirt
2401702__396753,2401702,squatting man
2401705__396718,2401705,grey train
2401705__396722,2401705,woman has phone
2401705__396738,2401705,talking women
2401707__1145135,2401707,grey clouds
2401707__1145120,2401707,blue water
2401707__1145139,2401707,wake
2401707__1145122,2401707,tall hill
2401707__1145134,2401707,blue sky
2401707__3816965,2401707,sandy beach
2401713__1145080,2401713,open window
2401713__1145069,2401713,floor lamp
2401713__1145075,2401713,empty bed
2401713__1145083,2401713,white pillow
2401713__1145078,2401713,white sheets
2401717__1145024,2401717,thigh
2401717__1145023,2401717,leg of cow
2401717__1145014,2401717,brown cow
2401717__1145025,2401717,square head
2401717__1145015,2401717,grey cow
2401717__1145016,2401717,dry hay
2401723__396566,2401723,bed with comforter
2401723__396554,2401723,white picture
2401723__396575,2401723,white wall
2401723__396559,2401723,white pillow
2401723__396553,2401723,drawers of chest
2401723__396561,2401723,carpet
2401741__396395,2401741,silver picture
2401741__1144680,2401741,girl wearing jacket
2401741__1144682,2401741,man
2401741__1144687,2401741,part coat
2401741__1144679,2401741,ground
2401759__396148,2401759,paper hanging on fridge
2401759__396117,2401759,door
2401759__396114,2401759,lacy curtain
2401759__396106,2401759,white fridge
2401759__396132,2401759,rounded toaster
2401759__396147,2401759,red wall
2401791__1144111,2401791,here day
2401791__1144116,2401791,white statue
2401791__1144098,2401791,black wheel
2401791__1144115,2401791,held ropes
2401791__1144113,2401791,held reins
2401791__1144101,2401791,brown horse
2401802__395811,2401802,green tree
2401802__395826,2401802,wooden frame
2401802__395821,2401802,mirror
2401802__395820,2401802,wooden posts
2401807__395757,2401807,rectangular block
2401807__395783,2401807,necklace made of shell
2401807__395755,2401807,yellow duck
2401807__395758,2401807,cell phone turned on
2401807__395780,2401807,black purse
2401808__1143895,2401808,bare trees
2401808__1143900,2401808,tall light
2401808__1143889,2401808,man trying to balance
2401813__395737,2401813,living room
2401813__395722,2401813,on television
2401813__395720,2401813,purse on top of table
2401813__395736,2401813,on tv
2401822__395616,2401822,squared pastry
2401822__395623,2401822,square doughnut
2401822__395619,2401822,holes in donuts
2401822__395614,2401822,yummy pastries
2401826__1143634,2401826,man wearing shorts
2401826__1143633_1143632,2401826,part black tennis shoe on foot
2401826__1143629,2401826,short skateboard
2401826__1143642,2401826,edge of skateboard
2401835__1143476,2401835,leafy tree
2401835__1143477,2401835,building made of brick
2401835__1143465_1143465_1143465,2401835,white line
2401835__1143475,2401835,bright sky
2401842__659122,2401842,group
2401842__659135,2401842,banner on chest
2401842__659125,2401842,blue sky
2401842__659116,2401842,colorful umbrella
2401848__395373,2401848,dressing
2401848__395359,2401848,halved sandwich
2401848__395364,2401848,square tea candle holder
2401848__395378,2401848,table holds candle holder
2401848__395365,2401848,different leaves
2401854__1143310,2401854,old easel
2401854__395275,2401854,tower
2401854__1143309,2401854,little plate of fresh foo
2401893__1142980,2401893,silver soap dish
2401893__1142985,2401893,dirty sink
2401893__1142991,2401893,filth
2401893__1142978_1142978,2401893,wall in bathroom
2401893__1142990,2401893,older faucet
2401902__1142885,2401902,benches beside wall
2401902__1142883,2401902,concrete wall
2401902__1142881,2401902,young woman
2401902__1142892,2401902,wooden bench
2401902__1142888,2401902,red bag
2401933__1142517,2401933,white pipes
2401933__1142514,2401933,aligned bottles
2401933__1142510,2401933,counter
2401933__1142525,2401933,support under table
2401933__1142506,2401933,brown table
2401933__1142518,2401933,brown chair
2401936__1142490,2401936,fork
2401936__1142499,2401936,flavorful meal
2401936__1142482,2401936,glass of juice
2401936__1142486,2401936,delicious sandwich
2401936__1142497,2401936,bread
2401967__394157,2401967,brown water
2401967__394156,2401967,surfing person
2401972__1141998,2401972,seaweed washed up on beach
2401972__1141991,2401972,feathered body
2401972__1141996,2401972,small seaweed
2401972__1141986,2401972,greenish colored water
2401972__1141993,2401972,sandy beach
2402006__393622,2402006,blue sky
2402006__393615,2402006,black pants
2402006__393624,2402006,snow
2402006__393621,2402006,black skis
2402006__393619,2402006,arm
2402006__393613,2402006,red
2402016__4267335,2402016,right
2402016__4267336,2402016,head and neck of brown horse
2402037__1141157,2402037,wood cabinet
2402037__1141171,2402037,counter
2402037__1141148,2402037,off microwave
2402037__1141155,2402037,wood floor
2402039__393334,2402039,chain
2402039__393374,2402039,bridle on face
2402039__393352,2402039,black bridle
2402039__393372,2402039,dark brown ear
2402056__4266849,2402056,toilet
2402056__4266851,2402056,white tile
2402056__4266827,2402056,toilet bowl has shadow
2402056__4266880,2402056,shadow on toilet
2402056__4266832,2402056,white wall
2402056__4266865,2402056,toilet tank lid
2402062__1140810,2402062,outdoors
2402062__1140811,2402062,young fox
2402066__1140750,2402066,woman
2402066__1140781,2402066,door
2402066__1140763,2402066,sofa
2402066__1140765,2402066,gold frame
2402066__1140753,2402066,light grey t-shirt
2402066__1140749,2402066,man plays wii
2402073__1140655,2402073,happy person
2402073__1140656,2402073,lines on ceiling
2402073__1140640,2402073,cups around man
2402073__1140672,2402073,lanyard worn by person
2402073__1140653,2402073,doorway on wall
2402085__4266645,2402085,white ceiling in house
2402085__4266628_4266633,2402085,girl
2402085__4266657,2402085,woman holding plate
2402085__4266622,2402085,blue shirt
2402085__4266652,2402085,blurry man
2402095__1140325,2402095,yellow plant
2402095__1140322,2402095,watching kid
2402095__3816756,2402095,narrow opening
2402095__3816759,2402095,pants
2402101__1140270,2402101,pond
2402101__1140269,2402101,smiling woman
2402102__392714,2402102,back of truck
2402102__392715,2402102,truck
2402102__392716_392716,2402102,banana
2402105__392687,2402105,black jacket
2402105__392698,2402105,brick trim
2402105__392696,2402105,dirt on side of house
2402105__392672,2402105,small girl
2402105__392702,2402105,arm
2402124__1140016,2402124,pond
2402124__392504_392502,2402124,motorbike
2402160__392239,2402160,side of truck
2402160__392240,2402160,hood of truck
2402160__392241,2402160,black bumper
2402160__392243,2402160,white clouds
2402160__392235,2402160,part windows
2402160__392237,2402160,blue door
2402164__392201,2402164,walking woman
2402164__392206_392206,2402164,sidewalk
2402164__392203,2402164,grey road
2402164__392200,2402164,talking lady
2402167__1139474,2402167,little plate of fresh foo
2402167__392178,2402167,1.5 liter bottle
2402176__392081,2402176,car
2402176__1139418,2402176,happy plate of fresh foo
2402176__1139419,2402176,old tree
2402243__391483,2402243,listening woman
2402243__391484,2402243,talking man
2402243__391481,2402243,white cup
2402243__391478,2402243,blue blazer
2402243__391480,2402243,black coat
2402243__391482,2402243,table
2402264__1138371,2402264,brown ground
2402264__1138376,2402264,herd zebras
2402264__1138381,2402264,green bushes
2402264__1138378,2402264,tall grass
2402270__1138308,2402270,tree in front of tower
2402270__1138304,2402270,dark sky
2402270__1138295,2402270,man in jeans
2402270__1138291,2402270,green grass
2402284__1138105,2402284,seat on motorcycle
2402284__1138091,2402284,bullet bike motorcycle
2402284__1138096,2402284,blue sky
2402284__1138095,2402284,brown trees
2402284__1138094,2402284,road
2402289__1137966,2402289,black leg
2402289__1137960,2402289,hay by fence
2402289__1137956,2402289,wire cable fence
2402289__1137955,2402289,white cow
2402289__1137967,2402289,head
2402309__390750,2402309,large bus
2402309__390757,2402309,stopped biker
2402309__390767,2402309,building behind bus
2402309__390749,2402309,street
2402309__390754,2402309,windshield
2402309__390761,2402309,small tree
2402311__390732,2402311,tuna burger
2402311__390739,2402311,sliced tomato
2402311__390741,2402311,fast-food meal
2402311__390734,2402311,red ketchup
2402311__390735,2402311,silver spoon
2402322__1137656,2402322,hen
2402322__1137655,2402322,large woman
2402322__390563,2402322,lighthouse on ocean
2402322__390565,2402322,horizon of ocean
2402326__390536,2402326,dark mountains
2402326__390527,2402326,blue sky
2402326__390538,2402326,dark clouds
2402327__390515,2402327,shirt
2402327__390519,2402327,brown and tan clock
2402327__390500,2402327,yellow curtain
2402327__390494,2402327,smiling man
2402327__390492,2402327,cut bread
2402348__1137295,2402348,park
2402348__1137299,2402348,shorts on woman
2402348__1137298_1137298,2402348,trees in park
2402348__390319_390319,2402348,woman wearing black shorts
2402351__390297,2402351,ceramic pot
2402351__390304,2402351,green grass
2402351__390295,2402351,round toy
2402351__390300,2402351,dogs tail
2402364__1137130,2402364,cement curb
2402364__1137108,2402364,windows are on train
2402364__1137100,2402364,long train
2402364__1137105,2402364,background
2402364__1137127,2402364,open cabin
2402364__1137103,2402364,ground
2402376__390074,2402376,lamb lying by sheep
2402376__390085,2402376,puffy coat
2402376__390077,2402376,leg of a sheep
2402376__390087,2402376,wool hangs off sheep
2402376__390069,2402376,large sheep
2402378__390050,2402378,braid hair
2402378__390052,2402378,blue hat
2402378__390058,2402378,child
2402378__390063,2402378,toddler
2402378__390054,2402378,yellow hat
2402378__390051,2402378,small boy
2402381__390038,2402381,glass
2402381__390039,2402381,puddle
2402381__390035,2402381,people at sidewalk
2402381__390042,2402381,pole
2402381__390033_390033,2402381,white truck
2402393__1136865,2402393,watching crowd
2402393__1136872,2402393,white line
2402393__1136867_1136867_1136867,2402393,dugout
2402393__1136861,2402393,diamond field
2402417__1136546,2402417,shadow on ground
2402417__1136541,2402417,green side
2402417__1136542,2402417,ground has grass
2402417__1136529,2402417,path
2402417__1136534,2402417,green trees
2402418__389682,2402418,scarf around neck
2402418__389691,2402418,person hiding from rain
2402418__389700,2402418,short hair
2402418__389684,2402418,person with their hands
2402418__389680,2402418,white umbrella
2402418__389688,2402418,child wearing hood up
2402421__1136470,2402421,picture on wall
2402421__1136460_1136460,2402421,door
2402421__1136448,2402421,white curtain
2402421__1136451,2402421,shower has tiles
2402423__1136420,2402423,old stroller
2402423__389657,2402423,woman with hair
2402448__1136057,2402448,ripples of water
2402448__1136050,2402448,white wave
2402448__1136049,2402448,surfboard
2402448__1136051,2402448,splashing water
2402451__1136038,2402451,running water
2402451__3816593,2402451,sky
2402451__1136028,2402451,white train
2402451__1136025,2402451,here dirt
2402451__1136041,2402451,here weeds
2402451__1136037,2402451,ground
2402452__1135998,2402452,wood table
2402452__1135996,2402452,fried rice
2402452__1135994,2402452,green broccoli
2402452__389443,2402452,round plate
2402457__1135889,2402457,wooden chair
2402457__1135905,2402457,dirty street
2402457__1135904_1135904,2402457,sitting guy
2402457__1135902,2402457,blue cart
2402458__389416_389415,2402458,spoon in bowl
2402458__389418,2402458,blue napkin
2402458__389411,2402458,white bowl
2402458__389421,2402458,a piece carrot
2402458__389419,2402458,placemat on tablecloth
2402463__1135836,2402463,empty boat
2402463__1135853,2402463,shore
2402463__1135837,2402463,wet sand
2402463__1135855,2402463,beach
2402463__1135846,2402463,calm ocean
2402469__658162,2402469,blue wall
2402469__658157,2402469,crouching person
2402469__658160,2402469,yellow shirt
2402469__658168_658166_658167,2402469,sitting person
2402470__1135715,2402470,man wearing glasses
2402470__1135726,2402470,wooden door
2402470__1135719,2402470,flip cell phone
2402470__1135715_1135715,2402470,man wearing jacket
2402474__1135659,2402474,big rock
2402474__1135661,2402474,dirt on grass
2402474__1135663,2402474,blue sky
2402474__389337_1135646,2402474,giraffe in zoo
2402481__1135525,2402481,old fox
2402481__1135523,2402481,people are enjoying outdoors
2402481__1135524,2402481,outdoors
2402491__1135389,2402491,legs in arch
2402491__1135373,2402491,curled arm rest
2402491__1135375_1135375,2402491,double lines
2402491__1135374,2402491,out in public bench
2402491__1135386,2402491,chalk marked writing
2402492__1135358,2402492,whiskers
2402492__1135355_1135355_1135355,2402492,white keyboard
2402492__1135371,2402492,young girl
2402492__1135353,2402492,monitor
2402497__1135296,2402497,square pillow on top of couch
2402497__1135276,2402497,on television
2402497__1135277,2402497,white wall
2402497__1135302,2402497,cushion
2402508__1135140,2402508,studing giraffe
2402508__1135150,2402508,glancing man
2402508__1135147,2402508,grey sky
2402508__1135148,2402508,railing
2402509__1135124,2402509,train tracks side by side to train tracks
2402509__1135130_1135131,2402509,brown gray cement
2402509__1135115,2402509,wall on train station
2402509__1135117,2402509,window on train
2402509__1135125,2402509,train tracks are for train
